id,kategori,nama_budaya,deskripsi_singkat,makna_dan_fungsi,lokasi_utama,lintang,bujur,kondisi
253,Upacara Adat & Ritual,Ziarah Makam Wali Bayan,Berkunjung ke makam penyebar Islam pertama di Lombok secara bersama,Mengingat jasa leluhur & mempererat tali persaudaraan,Bayan Lombok Utara,-8.2666,116.4272,Terawat
254,Upacara Adat & Ritual,Upacara Wetu Telu Tiga Waktu,Ibadah khusus penganut Islam Wetu Telu tiga waktu sehari semalam,Akulturasi Islam & kepercayaan asli yang unik khas Lombok,Bayan Sembalun,-8.3100,116.4400,Tidak Terawat
255,Upacara Adat & Ritual,Pelepasan Kepala Sapi Saat Panen,Arak-arakan sapi dihias kain songket keliling desa lalu dilepas,Rasa terima kasih pada hewan yang sudah membantu kerja berat,Sembalun,-8.3598,116.5258,Tidak Terawat
256,Upacara Adat & Ritual,Doa Bersama Di Berugak,Warga berkumpul di berugak dipimpin tetua baca doa bersama,Pusat kegiatan kerohanian warga tanpa membedakan latar belakang,Seluruh Lombok,-8.5650,116.3510,Terawat
257,Upacara Adat & Ritual,Pengambilan Air Suci Narmada,Mengambil air dari sumber khusus di Taman Narmada saat upacara raja,Air suci penyucian diri & simbol kesuburan tanah kerajaan,Narmada,-8.5750,116.1500,Tidak Terawat
258,Upacara Adat & Ritual,Pemakaman Adat Sasak,Prosesi penguburan dengan tata cara khusus adat setempat,Penghormatan terakhir & doa agar arwah tenang di sisi Tuhan,Seluruh Lombok,-8.5650,116.3510,Terawat
259,Upacara Adat & Ritual,Syukuran Turun Sawah,Doa bersama sebelum mulai mengolah tanah menanam padi,Memohon agar tanaman tumbuh subur terhindar hama & gagal,Seluruh Lombok,-8.5650,116.3510,Terawat
260,Upacara Adat & Ritual,Upacara Ganti Rugi Alam,Memberi sesaji ke sungai hutan & laut sebelum mengambil hasil alam,Pengakuan bahwa alam milik Tuhan manusia hanya mengelola,Seluruh Lombok,-8.5650,116.3510,Rusak Berat
261,Upacara Adat & Ritual,Seren Taun Sasak,Syukuran akhir panen padi diadakan setahun sekali secara besar-besaran,Puncak rasa syukur tahunan & doa tahun depan lebih baik,Sembalun,-8.3598,116.5258,Tidak Terawat
262,Upacara Adat & Ritual,Upacara Penobatan Kepala Adat,Serangkaian prosesi panjang mengangkat pemimpin adat baru,Pengesahan pemimpin baru secara sah di mata adat & warga,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
263,Upacara Adat & Ritual,Mandi Bersama Di Sumber Air Suci,Warga mandi bersama di mata air tertentu pada hari khusus adat,Penyucian lahir batin dari segala dosa & kesalahan masa lalu,Bayan,-8.2666,116.4272,Rusak Berat
264,Upacara Adat & Ritual,Arak-arakan Pusaka Keliling Desa,Benda pusaka diarak keliling desa diiringi gendang & warga,Menanamkan rasa memiliki warisan leluhur & rasa bangga,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
265,Upacara Adat & Ritual,Pemberian Nama Bayi 7 Hari,Upacara pemberian nama resmi saat bayi genap berusia 7 hari,Doa agar anak tumbuh sehat cerdas & berakhlak mulia kelak,Seluruh Lombok,-8.5650,116.3510,Terawat
266,Upacara Adat & Ritual,Pertemuan Tahunan Warga Sembalun,Kumpul besar seluruh warga bahas masalah desa & rencana tahun depan,Demokrasi murni musyawarah dari & untuk warga desa,Sembalun,-8.3598,116.5258,Terawat
267,Upacara Adat & Ritual,Upacara Tolak Angin Ribut,Doa khusus di keempat penjuru mata angin desa saat angin kencang,Memohon kekuatan alam tidak merusak rumah & tanaman warga,Seluruh Lombok,-8.5650,116.3510,Rusak Berat
268,Upacara Adat & Ritual,Khatam Al-Quran Bersama Adat,Acara khataman diiringi rebana & hidangan khas adat setempat,Puncak kebahagiaan anak sudah tuntas membaca Al-Quran 30 juz,Seluruh Lombok,-8.5650,116.3510,Terawat
269,Upacara Adat & Ritual,Upacara Minta Hujan Kering Panjang,Warga berpuasa & berdoa bersama di lapangan terbuka saat kemarau panjang,Memohon rahmat hujan turun agar tanah kembali subur,Seluruh Lombok,-8.5650,116.3510,Rusak Berat
270,Upacara Adat & Ritual,Pengucapan Janji Adat Antar Keluarga,Ikatan sumpah saksi di hadapan tetua & benda pusaka desa,Ikatan yang lebih kuat dari sekadar perjanjian biasa tertulis,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
271,Upacara Adat & Ritual,Ziarah Bersama Makam Leluhur,Seluruh keluarga besar ziarah makam leluhur serentak di hari tertentu,Mengingat jasa & mendoakan arwah agar ditempatkan di tempat mulia,Seluruh Lombok,-8.5650,116.3510,Terawat
272,Upacara Adat & Ritual,Upacara Penutupan Musim Laut,Nelayan berhenti melaut & berdoa bersama di pinggir pantai,Istirahatkan laut berkembang biak & syukur hasil setahun,Tanjung Luar,-8.8069,116.6119,Tidak Terawat
273,Upacara Adat & Ritual,Upacara Pembukaan Musim Laut,Doa bersama sebelum kembali melaut setelah masa istirahat selesai,Memohon keselamatan di laut & hasil tangkapan yang melimpah ruah,Tanjung Luar,-8.8069,116.6119,Terawat
274,Upacara Adat & Ritual,Upacara Adat Waktu Duka,Serangkaian tata cara 3,7,40,100 & 1000 hari orang meninggal,Membimbing arwah & menguatkan keluarga yang ditinggalkan,Seluruh Lombok,-8.5650,116.3510,Terawat
275,Upacara Adat & Ritual,Upacara Penyucian Benda Pusaka,Mencuci & merawat benda pusaka dengan tata cara khusus doa panjang,Menjaga kesucian benda sakral & kekuatan yang menyertainya,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
276,Upacara Adat & Ritual,Upacara Minta Maaf Saling Jelang Idul Fitri,Saling bersalaman memaafkan antar tetangga & kerabat jauh dekat,Membersihkan hati kembali suci menyambut hari kemenangan,Seluruh Lombok,-8.5650,116.3510,Terawat
277,Upacara Adat & Ritual,Upacara Adat Melepas Jenazah,Prosesi mengantar jenazah dari rumah ke pemakaman dengan tertib,Penghormatan terakhir & bukti kasih sayang sesama manusia,Seluruh Lombok,-8.5650,116.3510,Terawat
278,Upacara Adat & Ritual,Upacara Adat Menyambut Tamu Agung,Penyambutan lengkap tari gendang beleq siram air bunga & sesaji,Ungkapan penghargaan setinggi-tingginya kepada tamu kehormatan,Seluruh Lombok,-8.5650,116.3510,Terawat
279,Upacara Adat & Ritual,Upacara Larangan Mendaki Gunung,Pengumuman adat waktu tertentu dilarang mendaki Rinjani,Hormati waktu sakral alam & menjaga keselamatan pendaki,Gunung Rinjani,-8.4100,116.4600,Tidak Terawat
280,Upacara Adat & Ritual,Upacara Syukuran Nelayan Baru,Nelayan muda baru pertama kali melaut diarak & didoakan warga,Pengukuhan resmi jadi nelayan penuh & doa keselamatan selalu,Tanjung Luar,-8.8069,116.6119,Rusak Berat
281,Upacara Adat & Ritual,Upacara Adat Memohon Kesembuhan,Ritual doa tetua adat & pengobatan cara leluhur bagi orang sakit parah,Usaha lahir batin memohon kesembuhan dari Sang Pencipta,Seluruh Lombok,-8.5650,116.3510,Rusak Berat
282,Upacara Adat & Ritual,Upacara Adat Peringatan 1 Abad Peristiwa Penting,Kumpul besar catat sejarah & doa bersama peristiwa besar 100 tahun,Mengenang sejarah agar tidak terulang kesalahan masa lalu,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
283,Lagu & Tembang Daerah,Lagu Anak Genjer-genjer,Lagu rakyat Lombok tentang kehidupan anak desa di sawah,Mengenalkan alam & kerja keras sejak usia sangat dini,Seluruh Lombok,-8.5650,116.3510,Terawat
284,Lagu & Tembang Daerah,Lagu Rinjani Gunung Agung,Lagu pujian terhadap keagungan Gunung Rinjani pusat alam,Rasa cinta hormat & bangga memiliki gunung suci terindah,Seluruh Lombok,-8.5650,116.3510,Terawat
285,Lagu & Tembang Daerah,Lagu Mandalika Putri Laut,Lagu kisah Putri Mandalika yang rela jadi cacing laut,Kesetiaan cinta & pengorbanan diri demi kebenaran abadi,Kuta Lombok Tengah,-8.8983,116.3050,Terawat
286,Lagu & Tembang Daerah,Lagu Gendang Beleq Bergema,Lagu irama pukulan gendang besar yang membangkitkan semangat juang,Membangkitkan semangat kebersamaan & kegagahan warga,Lombok Timur,-8.3715,116.5258,Terawat
287,Lagu & Tembang Daerah,Lagu Sasak Basa Lokal,Lagu dinyanyikan penuh Bahasa Sasak murni tak ada campuran,Menjaga kemurnian bahasa ibu agar tak punah ditelan zaman,Seluruh Lombok,-8.5650,116.3510,Terawat
288,Lagu & Tembang Daerah,Lagu Nelayan Tanjung Luar,Lagu tentang suka duka nelayan berjuang di tengah laut luas,Menggambarkan ketabahan & resiko pekerjaan mencari nafkah,Tanjung Luar,-8.8069,116.6119,Tidak Terawat
289,Lagu & Tembang Daerah,Lagu Petani Sembalun,Lagu irama lambat tentang kerja keras petani di kaki gunung dingin,Penghargaan setinggi-tingginya pada petani penyedia pangan,Sembalun,-8.3598,116.5258,Tidak Terawat
290,Lagu & Tembang Daerah,Lagu Cinta Rindu Sasak,Lagu ungkapan hati rindu kekasih yang merantau jauh dari kampung,Perasaan mendalam manusia yang universal dibungkus bahasa daerah,Seluruh Lombok,-8.5650,116.3510,Terawat
291,Lagu & Tembang Daerah,Lagu Syukuran Panen Raya,Lagu riang gembira dinyanyikan bergantian kelompok pria wanita,Rasa bahagia syukur atas limpahan rezeki Tuhan Yang Maha Kuasa,Seluruh Lombok,-8.5650,116.3510,Terawat
292,Lagu & Tembang Daerah,Lagu Nasihat Leluhur,Lagu berisi pesan moral hidup baik dari tetua zaman dahulu,Media penyampaian ajaran lisan agar terus diingat turunan,Seluruh Lombok,-8.5650,116.3510,Rusak Berat
293,Lagu & Tembang Daerah,Lagu Perjuangan Selaparang,Lagu semangat perlawanan terhadap penjajah mempertahankan tanah air,Menanamkan jiwa patriotisme & cinta tanah air sejak kecil,Lombok Tengah,-8.7294,116.2264,Tidak Terawat
294,Lagu & Tembang Daerah,Lagu Kerukunan Lingsar,Lagu tentang hidup berdampingan damai beda agama & keyakinan,Pesan abadi kerukunan adalah kekuatan terbesar bangsa,Lingsar Lombok Barat,-8.5758,116.1801,Terawat
295,Lagu & Tembang Daerah,Lagu Bayan Negeri Seribu Masjid,Lagu pujian pada Bayan pusat penyebaran agama Islam pertama,Rasa bangga sejarah Islam yang sudah berakar ratusan tahun silam,Bayan Lombok Utara,-8.2666,116.4272,Terawat
296,Lagu & Tembang Daerah,Lagu Pantai Seger Indah,Lagu gambaran keindahan pantai tempat upacara Bau Nyale setiap tahun,Memperkenalkan keindahan alam sekaligus nilai budaya setempat,Kuta,-8.8983,116.3050,Tidak Terawat
297,Lagu & Tembang Daerah,Lagu Tenun Sukarare,Lagu tentang kesabaran & ketelatenan penenun songket berbulan-bulan,Penghargaan pada karya seni tangan yang bernilai sangat tinggi,Sukarare,-8.7619,116.2147,Terawat
298,Lagu & Tembang Daerah,Lagu Anak Kucing Meong-meong,Lagu permainan anak-anak irama pendek mudah diingat & diulang,Media pengenalan bahasa & irama musik sejak usia dini sekali,Seluruh Lombok,-8.5650,116.3510,Terawat
299,Lagu & Tembang Daerah,Lagu Rebana Ubi Berdentang,Lagu irama pukulan rebana besar berisi shalawat & pujian,Akulturasi budaya Islam & seni musik tradisional yang indah,Lombok Timur,-8.3715,116.5258,Tidak Terawat
300,Lagu & Tembang Daerah,Lagu Kisah Cupak Gerantang,Lagu panjang berisi cerita rakyat dua saudara berbeda watak,Pendidikan moral lewat cerita yang mudah diingat & dicerna,Seluruh Lombok,-8.5650,116.3510,Rusak Berat
301,Lagu & Tembang Daerah,Lagu Selamat Datang Tamu,Lagu khusus dibawakan saat ada tamu datang dari jauh tempat,Ungkapan keramahan khas Sasak yang tulus dari hati sanubari,Seluruh Lombok,-8.5650,116.3510,Terawat
302,Lagu & Tembang Daerah,Lagu Perpisahan Sekolah,Lagu dinyanyikan saat perpisahan murid penuh haru & doa restu,Momen haru sekaligus penyemangat melangkah ke jenjang lebih tinggi,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
303,Lagu & Tembang Daerah,Lagu Alam Lombok Permai,Lagu gambaran lengkap keindahan alam seluruh penjuru pulau Lombok,Membangkitkan rasa cinta & tanggung jawab menjaga kelestarian alam,Seluruh Lombok,-8.5650,116.3510,Terawat
304,Lagu & Tembang Daerah,Lagu Doa Ibu,Lagu ungkapan terima kasih & pengorbanan seorang ibu seumur hidup,Pendidikan budi pekerti luhur menghormati orang tua selamanya,Seluruh Lombok,-8.5650,116.3510,Terawat
305,Seni Bela Diri & Permainan Tradisional,Pencak Silat Sasak,Bela diri khas gerakan cepat tangkas memanfaatkan tenaga lawan,Pertahanan diri disiplin fisik & mental kuat akhlak mulia,Seluruh Lombok,-8.5650,116.3510,Terawat
306,Seni Bela Diri & Permainan Tradisional,Betek,Melempar & menangkap batang kayu bergantian berpasangan atau kelompok,Melatih ketangkasan mata tangan kecepatan reaksi & kerjasama,Seluruh Lombok,-8.5650,116.3510,Terawat
307,Seni Bela Diri & Permainan Tradisional,Gaseng,Permainan dua orang memukul kayu kecil memantul memanjang,Melatih ketangkasan & kecepatan tangan reaksi cepat tanggap,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
308,Seni Bela Diri & Permainan Tradisional,Tarik Tambang Adat,Dua kelompok berlawanan menarik tali besar sampai batas garis,Melatih kekuatan fisik kerjasama kompak & semangat juang,Seluruh Lombok,-8.5650,116.3510,Terawat
309,Seni Bela Diri & Permainan Tradisional,Engklek Sasak,Lompat satu dua kaki di kotak-kotak digambar tanah,Melatih keseimbangan badan ketangkasan & strategi sederhana,Seluruh Lombok,-8.5650,116.3510,Terawat
310,Seni Bela Diri & Permainan Tradisional,Kelereng Sasak,Permainan bola tanah saling tembak & masukkan lubang,Melatih ketelitian kesabaran & hitungan jarak cermat,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
311,Seni Bela Diri & Permainan Tradisional,Bentengan,Dua kelompok jaga bentu & serang tangkap lawan aman di markas,Melatih kecepatan lari strategi & kerjasama tim yang solid,Seluruh Lombok,-8.5650,116.3510,Terawat
312,Seni Bela Diri & Permainan Tradisional,Congklak Sasak,Permainan hitung biji di lubang papan kayu 16 lubang,Melatih kecerdasan berhitung strategi & kesabaran tingkat tinggi,Seluruh Lombok,-8.5650,116.3510,Terawat
313,Seni Bela Diri & Permainan Tradisional,Ular Naga,Permainan berbaris panjang pegang bahu ular tangkap anak,Melatih kekompakan barisan kecepatan lari & kegembiraan massal,Seluruh Lombok,-8.5650,116.3510,Terawat
314,Seni Bela Diri & Permainan Tradisional,Lompat Tali Rotan,Berlompat melewati tali diputar dua orang dari bawah ke atas,Melatih ketangkasan kelincahan koordinasi tubuh & keberanian,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
315,Seni Bela Diri & Permainan Tradisional,Petak Umpet Tradisional,Satu cari yang lain sembunyi di tempat alam sekitar desa,Melatih kecerdikan mengamati lingkungan & kesabaran menunggu,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
316,Seni Bela Diri & Permainan Tradisional,Gobak Sodor,Lari melewati garis penjaga tanpa tersentuh tangan penjaga,Melatih kecepatan kelincahan & strategi menghindar cerdik,Seluruh Lombok,-8.5650,116.3510,Terawat
317,Seni Bela Diri & Permainan Tradisional,Bela Diri Kelewang,Penggunaan parang panjang khas Sasak untuk serang & bela diri,Keahlian khusus senjata khas warisan prajurit zaman kerajaan,Seluruh Lombok,-8.5650,116.3510,Rusak Berat
318,Seni Bela Diri & Permainan Tradisional,Bela Diri Tombak Sasak,Teknik memegang menusuk & menangkis serangan pakai tombak kayu besi,Seni perang jarak jauh & pertahanan wilayah leluhur,Seluruh Lombok,-8.5650,116.3510,Rusak Berat
319,Seni Bela Diri & Permainan Tradisional,Balap Karung Goni,Masuk badan ke dalam karung lalu lompat maju sampai garis akhir,Kegembiraan & mengajarkan bahwa hidup butuh usaha & kesabaran,Seluruh Lombok,-8.5650,116.3510,Terawat
320,Seni Bela Diri & Permainan Tradisional,Makan Kerupuk Tanpa Tangan,Kerupuk digantung tinggi dimakan cepat tanpa pakai tangan sama sekali,Kelucutan & kegembiraan sederhana tanpa biaya mahal,Seluruh Lombok,-8.5650,116.3510,Terawat
321,Istilah & Nilai Adat,Sasak Merarik,Inti pernikahan diawali membawa lari calon pengantin wanita,Kesungguhan hati & keberanian mempertanggungjawabkan cinta,Seluruh Lombok,-8.5650,116.3510,Terawat
322,Istilah & Nilai Adat,Wetu Telu,Aliran Islam lokal yang shalat 3 waktu sehari semalam,Akulturasi budaya unik warisan leluhur yang dijaga terus,Bayan Sembalun,-8.3100,116.4400,Tidak Terawat
323,Istilah & Nilai Adat,Gendang Beleq,Alat musik besar sekaligus sebutan kelompok pemusiknya,Simbol kegagahan persaudaraan & pemersatu warga paling kuat,Lombok Timur,-8.3715,116.5258,Terawat
324,Istilah & Nilai Adat,Bale Lumbung,Rumah adat tanpa paku atap rumbia tiang tinggi dari tanah,Filosofi hidup sederhana selaras alam & gotong royong abadi,Desa Sade,-8.8394,116.2921,Terawat
325,Istilah & Nilai Adat,Bau Nyale,Upacara menangkap cacing laut setiap bulan ke-10 kalender Sasak,Kesetiaan cinta pengorbanan diri & rasa syukur pada alam,Kuta,-8.8983,116.3050,Terawat
326,Istilah & Nilai Adat,Songket Sukarare,Kain tenun sutra emas perak warisan turun-temurun paling terkenal,Ketelatenan kesabaran & karya seni bernilai tinggi tak ternilai,Sukarare,-8.7619,116.2147,Terawat
327,Istilah & Nilai Adat,Rinjani,Gunung berapi aktif tertinggi di Nusa Tenggara tempat roh leluhur,Pusat alam spiritual & identitas utama seluruh masyarakat Lombok,Seluruh Lombok,-8.4100,116.4600,Terawat
328,Istilah & Nilai Adat,Mandalika,Putri legenda yang rela terjun ke laut jadi cacing laut selamanya,Simbol kesetiaan cinta sejati & pengorbanan diri yang tulus,Kuta,-8.8983,116.3050,Terawat
329,Istilah & Nilai Adat,Berugak,Bangun pertemuan beratap bulat tanpa dinding terbuka,Pusat kegiatan sosial agama musyawarah & pendidikan warga,Seluruh Lombok,-8.5650,116.3510,Tidak Terawat
330,Istilah & Nilai Adat,Nyongkolan,Arak-arakan pengantin keliling desa diiringi gendang & warga,Pengakuan resmi pernikahan di hadapan seluruh warga desa,Seluruh Lombok,-8.5650,116.3510,Terawat
331,Istilah & Nilai Adat,Selaparang,Nama kerajaan besar terakhir yang berkuasa di pulau Lombok zaman dulu,Saksi sejarah kejayaan & peradaban tinggi masa lampau,Lombok Tengah,-8.7294,116.2264,Tidak Terawat
332,Istilah & Nilai Adat,Bayan,Kawasan tertua pusat penyebaran agama Islam pertama di Lombok,Akar sejarah peradaban Islam yang tak tergantikan perannya,Bayan Lombok Utara,-8.2666,116.4272,Terawat
333,Istilah & Nilai Adat,Lingsar,Tempat suci umat Hindu & Islam Wetu Telu beribadah berdampingan,Contoh nyata kerukunan antar umat beragama terbaik dunia,Lingsar,-8.5758,116.1801,Terawat
334,Istilah & Nilai Adat,Banyumulek,Desa sentra gerabah tanah liat paling terkenal di seluruh Nusa Tenggara,Pusat kerajinan tanah liat yang tekniknya tak berubah ratusan tahun,Banyumulek,-8.6681,116.1669,Terawat
335,Desa & Situs Warisan Budaya,Desa Adat Sade,Desa Sasak asli rumah Bale Lumbung masih dihuni warga asli,Laboratorium hidup budaya Sasak paling utuh terjaga sampai kini,Desa Sade,-8.8394,116.2921,Terawat
336,Desa & Situs Warisan Budaya,Desa Adat Rambitan,Desa adat tua atap rumbia jalan tanah liat tata cara masih asli,Warisan arsitektur & tata hidup masyarakat tempo dulu nyata,Desa Rambitan,-8.8452,116.3058,Tidak Terawat
337,Desa & Situs Warisan Budaya,Desa Tenun Sukarare,Sentra tenun songket tertua teknik masih sama persis zaman dulu,Pusat pelestarian tenun songket warisan dunia dari Lombok,Sukarare,-8.7619,116.2147,Terawat
338,Desa & Situs Warisan Budaya,Desa Gerabah Banyumulek,Hampir seluruh warga mengerjakan gerabah tanah liat turun-temurun,Satu-satunya desa yang teknik pembuatannya tak berubah ratusan tahun,Banyumulek,-8.6681,116.1669,Terawat
339,Desa & Situs Warisan Budaya,Pura Lingsar,Kuil Hindu unik umat Islam Wetu Telu juga beribadah di dalamnya,Bukti kerukunan agama tertua & terjaga terus sampai hari ini,Lingsar,-8.5758,116.1801,Terawat
340,Desa & Situs Warisan Budaya,Masjid Kuno Bayan Beleq,Masjid kayu tanpa paku satu pun abad ke-16 masih dipakai shalat,Bukti fisik Islam masuk & berkembang damai di Nusa Tenggara,Bayan,-8.2666,116.4272,Terawat
341,Desa & Situs Warisan Budaya,Taman Narmada,Taman air kerajaan tiruan Danau Segara Anak Gunung Rinjani,Saksi kejayaan kerajaan & tempat ritual penyucian raja,Narmada,-8.5750,116.1500,Tidak Terawat
342,Desa & Situs Warisan Budaya,Taman Mayura,Kolam besar paviliun terapung bekas pengadilan kerajaan zaman dulu,Saksi sistem peradaban & diplomasi masa kerajaan Lombok,Cakranegara,-8.5897,116.1064,Terawat
343,Desa & Situs Warisan Budaya,Pura Meru Mataram,Kuil Hindu terbesar di Lombok 3 atap bertingkat corak Bali Sasak,Bukti akulturasi budaya Bali & Sasak berjalan damai berabad-abad,Cakranegara,-8.5892,116.1058,Terawat
344,Desa & Situs Warisan Budaya,Situs Kerajaan Selaparang,Sisa reruntuhan istana & pertahanan kerajaan terkuat Lombok dulu,Jejak fisik peradaban tinggi yang pernah berjaya di masa lalu,Praya,-8.7294,116.2264,Rusak Berat
345,Desa & Situs Warisan Budaya,Pantai Seger Bau Nyale,Lokasi utama upacara Bau Nyale menangkap cacing laut setahun sekali,Tempat sakral legenda Putri Mandalika yang dikenal sampai mancanegara,Kuta,-8.8983,116.3050,Terawat
346,Desa & Situs Warisan Budaya,Desa Adat Senaru,Desa kaki Rinjani pintu utama pendakian budaya Wetu Telu masih kental,Warisan budaya pegunungan yang hidup selaras alam hutan,Senaru,-8.3253,116.4642,Terawat
347,Desa & Situs Warisan Budaya,Desa Adat Sembalun,Daerah dataran tinggi kaki Rinjani lumbung padi & budaya Wetu Telu,Pusat pertanian & tradisi syukuran panen paling terjaga,Sembalun,-8.3598,116.5258,Terawat
348,Desa & Situs Warisan Budaya,Berugak Tua Bayan,Berugak tertua abad ke-16 tempat musyawarah & penyebaran agama,Bangun saksi sejarah Islam tertua yang masih berdiri kokoh,Bayan,-8.2666,116.4272,Tidak Terawat
349,Desa & Situs Warisan Budaya,Situs Batu Tulis Kuta,Batu bertulis aksara kuno zaman kerajaan Selaparang masih ada,Bukti tertulis sejarah peradaban & sistem tulis masyarakat Sasak,Kuta,-8.8900,116.3000,Rusak Berat
350,Desa & Situs Warisan Budaya,Desa Adat Puyung,Asal tarian Oncer & banyak kesenian lain diciptakan di sini,Pusat kesenian pertunjukan tradisional yang melahirkan banyak seniman,Puyung,-8.7281,116.2419,Tidak Terawat
351,Desa & Situs Warisan Budaya,Makam Wali Tujuh Bayan,Kompleks makam 7 ulama penyebar Islam pertama di seluruh Lombok,Tempat ziarah utama umat Islam dari berbagai penjuru nusantara,Bayan,-8.2666,116.4272,Terawat
352,Desa & Situs Warisan Budaya,Pantai Labuhan Haji,Pantai selatan tempat tradisi & pelabuhan haji zaman dulu berlayar,Saksi sejarah perjalanan ibadah & budaya maritim masyarakat,Labuhan Haji,-8.8531,116.5503,Tidak Terawat
353,Desa & Situs Warisan Budaya,Pelabuhan Kuno Tanjung Luar,Pelabuhan perdagangan & perikanan tertua beroperasi terus sampai kini,Saksi sejarah jalur niaga maritim Nusantara sejak berabad lalu,Tanjung Luar,-8.8069,116.6119,Tidak Terawat
354,Desa & Situs Warisan Budaya,Situs Benteng Pertahanan Cakranegara,Sisa dinding benteng pertahanan zaman perang melawan penjajah asing,Bukti semangat perjuangan mempertahankan kemerdekaan tanah air,Mataram,-8.5850,116.1080,Rusak Berat
355,Desa & Situs Warisan Budaya,Desa Wisata Budaya Kuta,Pusat upacara Bau Nyale & seni pertunjukan dikunjungi ribuan orang,Perpaduan pelestarian budaya & pariwisata yang saling menguatkan,Kuta,-8.8983,116.3050,Terawat
356,Desa & Situs Warisan Budaya,Hutan Adat Sembalun,Hutan lindung yang dijaga aturan adat ketat tak boleh sembarang ambil,Contoh nyata kearifan lokal menjaga alam lestari turun-temurun,Sembalun,-8.3598,116.5258,Terawat
357,Desa & Situs Warisan Budaya,Sumber Air Suci Bayan,Mata air tua dipakai penyucian adat & kebutuhan warga berabad-ulan,Sumber kehidupan yang dihormati & dijaga kesuciannya terus,Bayan,-8.2666,116.4272,Tidak Terawat
358,Desa & Situs Warisan Budaya,Jalur Pendakian Adat Rinjani,Rute pendakian yang dipakai tetua adat sejak zaman dahulu kala,Jalur sakral penghubung manusia dengan alam roh leluhur,Rinjani,-8.4100,116.4600,Tidak Terawat
359,Desa & Situs Warisan Budaya,Makam Raja-Raja Cakranegara,Kompleks pemakaman raja-raja yang pernah berkuasa di Lombok,Silsilah & sejarah kepemimpinan yang terekam jelas di nisan,Cakranegara,-8.5880,116.1070,Tidak Terawat
360,Desa & Situs Warisan Budaya,Areal Sawah Bertingkat Sembalun,Sistem pengairan sawah warisan leluhur teratur indah dipandang,Kearifan lokal mengelola air pertanian yang efisien & berkelanjutan,Sembalun,-8.3598,116.5258,Terawat
